code;nom;categorie;type_unite;prix_achat;prix_comprime;prix_plaquette;prix_flacon;comprimes_par_plaquette;quantite_stock;stock_a_ajouter;seuil_alerte;date_expiration;description
MED-0673;Amlodipine 200mg (ref 673);Antihistaminiques;comprime_plaquette;93;137;1644;0;12;631;0;12;2027-03-12;Vente par comprimé ou plaquette — import catalogue
MED-0674;Céfixime 1000mg (ref 674);Cardiologie;comprime_plaquette;1276;1786;17860;0;10;275;0;10;2028-12-25;Vente par comprimé ou plaquette — import catalogue
MED-0675;Acide folique 50mg (ref 675);Antibiotiques;comprime_plaquette;557;1177;11770;0;10;549;0;29;2028-11-21;Vente par comprimé ou plaquette — import catalogue
MED-0676;Fluconazole 875mg (ref 676);Antalgiques;comprime_plaquette;1854;2756;33072;0;12;442;0;11;2027-05-14;Vente par comprimé ou plaquette — import catalogue
MED-0677;Azithromycine 100mg (ref 677);Vitamines;comprime_plaquette;353;552;6624;0;12;298;0;27;2028-12-01;Vente par comprimé ou plaquette — import catalogue
MED-0678;Amlodipine 400mg (ref 678);Antipaludéens;comprime_plaquette;88;179;2148;0;12;42;0;10;2027-06-17;Vente par comprimé ou plaquette — import catalogue
MED-0679;Solution antiseptique 120ml #679;Antiseptiques;flacon;1902;0;0;2524;0;61;0;28;2027-03-13;Vente par flacon — import catalogue
MED-0680;Chloroquine 500mg (ref 680);Antihypertenseurs;comprime_plaquette;95;160;1600;0;10;339;0;30;2028-07-27;Vente par comprimé ou plaquette — import catalogue
MED-0681;Fer 200mg (ref 681);Antidiabétiques;comprime_plaquette;1535;3341;78583;0;24;169;0;6;2027-12-02;Vente par comprimé ou plaquette — import catalogue
MED-0682;Zinc 50mg (ref 682);Antiseptiques;comprime_plaquette;1373;2324;18356;0;8;410;0;5;2027-07-07;Vente par comprimé ou plaquette — import catalogue
MED-0683;Zinc 400mg (ref 683);Sirops;comprime_plaquette;2419;3258;48848;0;15;223;0;19;2027-06-09;Vente par comprimé ou plaquette — import catalogue
MED-0684;Losartan 400mg (ref 684);Gastro;comprime_plaquette;1107;1693;25395;0;15;350;0;10;2028-12-08;Vente par comprimé ou plaquette — import catalogue
MED-0685;Albendazole 250mg (ref 685);Ophtalmologie;comprime_plaquette;1425;2351;54792;0;24;223;0;16;2027-04-27;Vente par comprimé ou plaquette — import catalogue
MED-0686;Gouttes auriculaires 100ml #686;Antiseptiques;flacon;1262;0;0;3433;0;60;0;15;2027-03-20;Vente par flacon — import catalogue
MED-0687;Azithromycine 875mg (ref 687);Gynécologie;comprime_plaquette;335;590;11770;0;20;615;0;30;2029-02-09;Vente par comprimé ou plaquette — import catalogue
MED-0688;Amlodipine 5mg (ref 688);Antihistaminiques;comprime_plaquette;1104;1621;15561;0;10;722;0;24;2028-02-14;Vente par comprimé ou plaquette — import catalogue
MED-0689;Zinc 250mg (ref 689);Cardiologie;comprime_plaquette;1001;1556;12448;0;8;129;0;9;2028-07-16;Vente par comprimé ou plaquette — import catalogue
MED-0690;Chloroquine 1000mg (ref 690);Antibiotiques;comprime_plaquette;2141;3329;66580;0;20;469;0;28;2027-09-18;Vente par comprimé ou plaquette — import catalogue
MED-0691;Paracétamol 50mg (ref 691);Antalgiques;comprime_plaquette;1504;3067;36804;0;12;516;0;27;2028-05-26;Vente par comprimé ou plaquette — import catalogue
MED-0692;Céfixime 875mg (ref 692);Vitamines;comprime_plaquette;1764;2955;59100;0;20;576;0;16;2028-01-30;Vente par comprimé ou plaquette — import catalogue
MED-0693;Suspension amoxicilline 200ml #693;Antibiotiques;flacon;1927;0;0;8310;0;75;0;10;2027-05-14;Vente par flacon — import catalogue
MED-0694;Losartan 100mg (ref 694);Dermatologie;comprime_plaquette;912;1311;19665;0;15;484;0;5;2028-12-17;Vente par comprimé ou plaquette — import catalogue
MED-0695;Losartan 50mg (ref 695);Antihypertenseurs;comprime_plaquette;614;859;20616;0;24;392;0;29;2028-11-29;Vente par comprimé ou plaquette — import catalogue
MED-0696;Chloroquine 1000mg (ref 696);Antidiabétiques;comprime_plaquette;232;359;8616;0;24;416;0;11;2028-08-22;Vente par comprimé ou plaquette — import catalogue
MED-0697;Cotrimoxazole 200mg (ref 697);Antiseptiques;comprime_plaquette;1170;2358;67399;0;30;349;0;8;2027-06-11;Vente par comprimé ou plaquette — import catalogue
MED-0698;Losartan 500mg (ref 698);Sirops;comprime_plaquette;317;631;4687;0;8;216;0;8;2027-04-06;Vente par comprimé ou plaquette — import catalogue
MED-0699;Tramadol 50mg (ref 699);Gastro;comprime_plaquette;1279;2106;50544;0;24;282;0;6;2028-03-14;Vente par comprimé ou plaquette — import catalogue
MED-0700;Sirop toux 100ml #700;Sirops;flacon;3281;0;0;7380;0;14;0;5;2027-10-04;Vente par flacon — import catalogue
MED-0701;Prednisolone 200mg (ref 701);Pédiatrie;comprime_plaquette;252;427;12810;0;30;389;0;22;2028-05-03;Vente par comprimé ou plaquette — import catalogue
MED-0702;Fer 250mg (ref 702);Gynécologie;comprime_plaquette;1391;2626;72921;0;30;331;0;7;2027-10-12;Vente par comprimé ou plaquette — import catalogue
MED-0703;Losartan 500mg (ref 703);Antihistaminiques;comprime_plaquette;1594;3070;24560;0;8;217;0;21;2029-01-05;Vente par comprimé ou plaquette — import catalogue
MED-0704;Chloroquine 5mg (ref 704);Cardiologie;comprime_plaquette;513;832;19968;0;24;784;0;8;2028-12-17;Vente par comprimé ou plaquette — import catalogue
MED-0705;Tramadol 1000mg (ref 705);Antibiotiques;comprime_plaquette;1306;1978;47472;0;24;126;0;10;2027-09-05;Vente par comprimé ou plaquette — import catalogue
MED-0706;Céfixime 50mg (ref 706);Antalgiques;comprime_plaquette;959;1482;29640;0;20;634;0;19;2028-02-28;Vente par comprimé ou plaquette — import catalogue
MED-0707;Sirop antipaludéen 120ml #707;Antipaludéens;flacon;3053;0;0;4159;0;52;0;18;2028-12-12;Vente par flacon — import catalogue
MED-0708;Oméprazole 1000mg (ref 708);Antipaludéens;comprime_plaquette;671;1085;21293;0;20;782;0;13;2028-03-07;Vente par comprimé ou plaquette — import catalogue
MED-0709;Metformine 200mg (ref 709);Dermatologie;comprime_plaquette;66;100;1500;0;15;630;0;5;2028-08-16;Vente par comprimé ou plaquette — import catalogue
MED-0710;Ciprofloxacine 875mg (ref 710);Antihypertenseurs;comprime_plaquette;991;1330;10056;0;8;726;0;13;2028-09-21;Vente par comprimé ou plaquette — import catalogue
MED-0711;Losartan 10mg (ref 711);Antidiabétiques;comprime_plaquette;1211;2441;46303;0;20;161;0;13;2028-03-14;Vente par comprimé ou plaquette — import catalogue
MED-0712;Tramadol 400mg (ref 712);Antiseptiques;comprime_plaquette;796;1149;10938;0;10;242;0;28;2027-05-23;Vente par comprimé ou plaquette — import catalogue
MED-0713;Albendazole 1000mg (ref 713);Sirops;comprime_plaquette;1041;2076;62280;0;30;726;0;27;2028-10-15;Vente par comprimé ou plaquette — import catalogue
MED-0714;Sirop vitamine 60ml #714;Vitamines;flacon;3238;0;0;6761;0;43;0;6;2028-10-15;Vente par flacon — import catalogue
MED-0715;Acide folique 500mg (ref 715);Ophtalmologie;comprime_plaquette;239;329;9870;0;30;464;0;18;2027-07-06;Vente par comprimé ou plaquette — import catalogue
MED-0716;Zinc 400mg (ref 716);Pédiatrie;comprime_plaquette;1954;2773;66552;0;24;669;0;29;2028-12-11;Vente par comprimé ou plaquette — import catalogue
MED-0717;Acide folique 250mg (ref 717);Gynécologie;comprime_plaquette;1038;2247;26964;0;12;173;0;15;2028-07-31;Vente par comprimé ou plaquette — import catalogue
MED-0718;Fluconazole 400mg (ref 718);Antihistaminiques;comprime_plaquette;199;306;3060;0;10;476;0;29;2028-11-03;Vente par comprimé ou plaquette — import catalogue
MED-0719;Tramadol 10mg (ref 719);Cardiologie;comprime_plaquette;584;1009;8072;0;8;171;0;9;2028-02-12;Vente par comprimé ou plaquette — import catalogue
MED-0720;Ibuprofène 200mg (ref 720);Antibiotiques;comprime_plaquette;1465;3152;63040;0;20;107;0;17;2028-07-30;Vente par comprimé ou plaquette — import catalogue
MED-0721;Sirop paracétamol 200ml #721;Sirops;flacon;3969;0;0;7216;0;21;0;29;2027-07-21;Vente par flacon — import catalogue
MED-0722;Amlodipine 10mg (ref 722);Vitamines;comprime_plaquette;1192;2098;20980;0;10;594;0;24;2028-08-22;Vente par comprimé ou plaquette — import catalogue
MED-0723;Chloroquine 400mg (ref 723);Antipaludéens;comprime_plaquette;812;1190;9520;0;8;609;0;7;2027-06-28;Vente par comprimé ou plaquette — import catalogue
MED-0724;Cotrimoxazole 50mg (ref 724);Dermatologie;comprime_plaquette;884;1596;23940;0;15;628;0;25;2027-03-29;Vente par comprimé ou plaquette — import catalogue
MED-0725;Zinc 875mg (ref 725);Antihypertenseurs;comprime_plaquette;972;1532;15320;0;10;472;0;24;2027-08-01;Vente par comprimé ou plaquette — import catalogue
MED-0726;Metformine 250mg (ref 726);Antidiabétiques;comprime_plaquette;538;1056;31680;0;30;795;0;28;2027-05-31;Vente par comprimé ou plaquette — import catalogue
MED-0727;Metronidazole 250mg (ref 727);Antiseptiques;comprime_plaquette;1924;2643;26430;0;10;314;0;5;2028-02-19;Vente par comprimé ou plaquette — import catalogue
MED-0728;Lotion cutanée 60ml #728;Dermatologie;flacon;2049;0;0;5186;0;65;0;5;2028-02-07;Vente par flacon — import catalogue
MED-0729;Doxycycline 10mg (ref 729);Gastro;comprime_plaquette;573;934;9340;0;10;581;0;20;2028-12-01;Vente par comprimé ou plaquette — import catalogue
MED-0730;Albendazole 100mg (ref 730);Ophtalmologie;comprime_plaquette;1926;2962;71088;0;24;699;0;21;2027-04-18;Vente par comprimé ou plaquette — import catalogue
MED-0731;Artéméther 100mg (ref 731);Pédiatrie;comprime_plaquette;644;1263;10104;0;8;297;0;6;2028-06-23;Vente par comprimé ou plaquette — import catalogue
MED-0732;Prednisolone 250mg (ref 732);Gynécologie;comprime_plaquette;1095;1691;13528;0;8;695;0;16;2027-06-23;Vente par comprimé ou plaquette — import catalogue
MED-0733;Paracétamol 875mg (ref 733);Antihistaminiques;comprime_plaquette;1561;2759;82770;0;30;540;0;27;2027-06-14;Vente par comprimé ou plaquette — import catalogue
MED-0734;Vitamine B 200mg (ref 734);Cardiologie;comprime_plaquette;1551;2545;73299;0;30;488;0;22;2027-03-27;Vente par comprimé ou plaquette — import catalogue
MED-0735;Collyre 60ml #735;Ophtalmologie;flacon;1813;0;0;5836;0;44;0;15;2028-07-18;Vente par flacon — import catalogue
MED-0736;Acide folique 100mg (ref 736);Antalgiques;comprime_plaquette;996;1520;12160;0;8;329;0;12;2028-07-30;Vente par comprimé ou plaquette — import catalogue
MED-0737;Artéméther 250mg (ref 737);Vitamines;comprime_plaquette;824;1155;27720;0;24;50;0;22;2027-12-16;Vente par comprimé ou plaquette — import catalogue
MED-0738;Chloroquine 100mg (ref 738);Antipaludéens;comprime_plaquette;1105;1709;19494;0;12;714;0;24;2028-12-04;Vente par comprimé ou plaquette — import catalogue
MED-0739;Cotrimoxazole 400mg (ref 739);Dermatologie;comprime_plaquette;674;1084;16260;0;15;339;0;24;2028-02-05;Vente par comprimé ou plaquette — import catalogue
MED-0740;Metformine 10mg (ref 740);Antihypertenseurs;comprime_plaquette;610;946;9460;0;10;720;0;30;2027-09-28;Vente par comprimé ou plaquette — import catalogue
MED-0741;Ciprofloxacine 875mg (ref 741);Antidiabétiques;comprime_plaquette;2150;2988;71712;0;24;460;0;29;2027-07-31;Vente par comprimé ou plaquette — import catalogue
MED-0742;Solution buvable 15ml #742;Pédiatrie;flacon;1447;0;0;4100;0;13;0;22;2028-08-31;Vente par flacon — import catalogue
MED-0743;Albendazole 500mg (ref 743);Sirops;comprime_plaquette;982;1400;12913;0;10;346;0;18;2028-04-29;Vente par comprimé ou plaquette — import catalogue
MED-0744;Vitamine C 200mg (ref 744);Gastro;comprime_plaquette;2488;3465;83160;0;24;300;0;9;2027-09-13;Vente par comprimé ou plaquette — import catalogue
MED-0745;Metronidazole 100mg (ref 745);Ophtalmologie;comprime_plaquette;140;207;2070;0;10;293;0;24;2028-10-05;Vente par comprimé ou plaquette — import catalogue
MED-0746;Diclofénac 400mg (ref 746);Pédiatrie;comprime_plaquette;545;1051;19472;0;20;508;0;9;2028-07-31;Vente par comprimé ou plaquette — import catalogue
MED-0747;Diclofénac 200mg (ref 747);Gynécologie;comprime_plaquette;1551;2760;66240;0;24;523;0;20;2027-07-23;Vente par comprimé ou plaquette — import catalogue
MED-0748;Azithromycine 400mg (ref 748);Antihistaminiques;comprime_plaquette;132;232;2320;0;10;296;0;18;2027-10-18;Vente par comprimé ou plaquette — import catalogue
MED-0749;Solution antiseptique 100ml #749;Antiseptiques;flacon;3903;0;0;3175;0;13;0;10;2028-05-27;Vente par flacon — import catalogue
MED-0750;Diclofénac 200mg (ref 750);Antibiotiques;comprime_plaquette;1015;1430;34320;0;24;457;0;17;2027-04-16;Vente par comprimé ou plaquette — import catalogue
MED-0751;Diclofénac 50mg (ref 751);Antalgiques;comprime_plaquette;784;1381;33144;0;24;605;0;24;2028-09-04;Vente par comprimé ou plaquette — import catalogue
MED-0752;Losartan 250mg (ref 752);Vitamines;comprime_plaquette;320;547;10940;0;20;63;0;12;2028-08-17;Vente par comprimé ou plaquette — import catalogue
MED-0753;Céfixime 50mg (ref 753);Antipaludéens;comprime_plaquette;160;260;6240;0;24;665;0;6;2027-09-15;Vente par comprimé ou plaquette — import catalogue
MED-0754;Vitamine C 200mg (ref 754);Dermatologie;comprime_plaquette;918;1347;18857;0;15;321;0;24;2027-04-29;Vente par comprimé ou plaquette — import catalogue
MED-0755;Fluconazole 10mg (ref 755);Antihypertenseurs;comprime_plaquette;1396;1998;19980;0;10;759;0;21;2027-06-28;Vente par comprimé ou plaquette — import catalogue
MED-0756;Gouttes auriculaires 100ml #756;Antiseptiques;flacon;3989;0;0;6295;0;74;0;9;2028-04-10;Vente par flacon — import catalogue
MED-0757;Oméprazole 1000mg (ref 757);Antiseptiques;comprime_plaquette;101;202;3030;0;15;749;0;11;2028-06-12;Vente par comprimé ou plaquette — import catalogue
MED-0758;Ibuprofène 875mg (ref 758);Sirops;comprime_plaquette;1890;2933;35196;0;12;187;0;27;2027-07-09;Vente par comprimé ou plaquette — import catalogue
MED-0759;Ibuprofène 500mg (ref 759);Gastro;comprime_plaquette;1242;1940;45469;0;24;764;0;30;2028-08-09;Vente par comprimé ou plaquette — import catalogue
MED-0760;Diclofénac 100mg (ref 760);Ophtalmologie;comprime_plaquette;1328;2354;35310;0;15;363;0;23;2029-01-08;Vente par comprimé ou plaquette — import catalogue
MED-0761;Ciprofloxacine 100mg (ref 761);Pédiatrie;comprime_plaquette;348;692;20760;0;30;449;0;14;2028-01-15;Vente par comprimé ou plaquette — import catalogue
MED-0762;Albendazole 200mg (ref 762);Gynécologie;comprime_plaquette;1343;2665;31980;0;12;227;0;5;2028-12-01;Vente par comprimé ou plaquette — import catalogue
MED-0763;Suspension amoxicilline 120ml #763;Antibiotiques;flacon;850;0;0;5257;0;68;0;20;2028-09-11;Vente par flacon — import catalogue
MED-0764;Paracétamol 5mg (ref 764);Cardiologie;comprime_plaquette;553;1074;16110;0;15;484;0;18;2028-05-30;Vente par comprimé ou plaquette — import catalogue
MED-0765;Ibuprofène 5mg (ref 765);Antibiotiques;comprime_plaquette;65;126;2520;0;20;654;0;25;2028-09-25;Vente par comprimé ou plaquette — import catalogue
MED-0766;Doxycycline 250mg (ref 766);Antalgiques;comprime_plaquette;329;707;7070;0;10;168;0;6;2029-01-16;Vente par comprimé ou plaquette — import catalogue
MED-0767;Tramadol 5mg (ref 767);Vitamines;comprime_plaquette;1057;1456;16657;0;12;202;0;10;2029-01-21;Vente par comprimé ou plaquette — import catalogue
MED-0768;Vitamine C 5mg (ref 768);Antipaludéens;comprime_plaquette;1934;2932;70368;0;24;595;0;10;2028-06-13;Vente par comprimé ou plaquette — import catalogue
MED-0769;Albendazole 5mg (ref 769);Dermatologie;comprime_plaquette;117;246;2802;0;12;408;0;7;2028-05-15;Vente par comprimé ou plaquette — import catalogue
MED-0770;Sirop toux 15ml #770;Sirops;flacon;1065;0;0;3898;0;65;0;9;2027-07-07;Vente par flacon — import catalogue
MED-0771;Fluconazole 875mg (ref 771);Antidiabétiques;comprime_plaquette;1296;2258;25381;0;12;79;0;8;2028-10-10;Vente par comprimé ou plaquette — import catalogue
MED-0772;Albendazole 10mg (ref 772);Antiseptiques;comprime_plaquette;1388;2081;16648;0;8;743;0;14;2028-05-15;Vente par comprimé ou plaquette — import catalogue
MED-0773;Diclofénac 1000mg (ref 773);Sirops;comprime_plaquette;1401;2252;27024;0;12;152;0;24;2028-10-01;Vente par comprimé ou plaquette — import catalogue
MED-0774;Amlodipine 10mg (ref 774);Gastro;comprime_plaquette;1610;2688;64512;0;24;644;0;12;2027-12-27;Vente par comprimé ou plaquette — import catalogue
MED-0775;Doxycycline 250mg (ref 775);Ophtalmologie;comprime_plaquette;116;198;1584;0;8;775;0;11;2028-11-24;Vente par comprimé ou plaquette — import catalogue
MED-0776;Oméprazole 50mg (ref 776);Pédiatrie;comprime_plaquette;814;1467;11736;0;8;237;0;5;2028-12-19;Vente par comprimé ou plaquette — import catalogue
MED-0777;Sirop antipaludéen 100ml #777;Antipaludéens;flacon;3626;0;0;3807;0;37;0;30;2027-05-13;Vente par flacon — import catalogue
MED-0778;Vitamine C 875mg (ref 778);Antihistaminiques;comprime_plaquette;1286;2352;45857;0;20;369;0;17;2028-10-07;Vente par comprimé ou plaquette — import catalogue
MED-0779;Diclofénac 250mg (ref 779);Cardiologie;comprime_plaquette;416;819;24570;0;30;708;0;20;2028-07-02;Vente par comprimé ou plaquette — import catalogue
MED-0780;Amoxicilline 100mg (ref 780);Antibiotiques;comprime_plaquette;469;736;11040;0;15;569;0;15;2028-06-20;Vente par comprimé ou plaquette — import catalogue
MED-0781;Oméprazole 250mg (ref 781);Antalgiques;comprime_plaquette;1205;2234;67020;0;30;343;0;22;2028-09-03;Vente par comprimé ou plaquette — import catalogue
MED-0782;Paracétamol 400mg (ref 782);Vitamines;comprime_plaquette;1597;2907;58140;0;20;382;0;7;2027-08-04;Vente par comprimé ou plaquette — import catalogue
MED-0783;Artéméther 250mg (ref 783);Antipaludéens;comprime_plaquette;1043;1636;19632;0;12;604;0;24;2028-04-06;Vente par comprimé ou plaquette — import catalogue
MED-0784;Sirop vitamine 100ml #784;Vitamines;flacon;3237;0;0;2457;0;44;0;27;2028-01-21;Vente par flacon — import catalogue
MED-0785;Fluconazole 250mg (ref 785);Antihypertenseurs;comprime_plaquette;854;1795;21540;0;12;400;0;19;2028-01-08;Vente par comprimé ou plaquette — import catalogue
MED-0786;Doxycycline 10mg (ref 786);Antidiabétiques;comprime_plaquette;394;816;9792;0;12;226;0;7;2028-06-01;Vente par comprimé ou plaquette — import catalogue
MED-0787;Losartan 250mg (ref 787);Antiseptiques;comprime_plaquette;1497;2076;58992;0;30;515;0;28;2028-08-22;Vente par comprimé ou plaquette — import catalogue
MED-0788;Vitamine C 1000mg (ref 788);Sirops;comprime_plaquette;2313;3251;32510;0;10;548;0;26;2027-07-18;Vente par comprimé ou plaquette — import catalogue
MED-0789;Doxycycline 250mg (ref 789);Gastro;comprime_plaquette;1120;1687;25305;0;15;24;0;14;2027-04-19;Vente par comprimé ou plaquette — import catalogue
MED-0790;Cotrimoxazole 5mg (ref 790);Ophtalmologie;comprime_plaquette;250;456;13680;0;30;125;0;21;2029-01-07;Vente par comprimé ou plaquette — import catalogue
MED-0791;Sirop paracétamol 120ml #791;Sirops;flacon;892;0;0;6231;0;44;0;25;2027-10-05;Vente par flacon — import catalogue
MED-0792;Vitamine B 400mg (ref 792);Gynécologie;comprime_plaquette;678;1273;12730;0;10;471;0;26;2027-07-03;Vente par comprimé ou plaquette — import catalogue
MED-0793;Artéméther 100mg (ref 793);Antihistaminiques;comprime_plaquette;590;1220;12200;0;10;593;0;21;2027-06-17;Vente par comprimé ou plaquette — import catalogue
MED-0794;Doxycycline 10mg (ref 794);Cardiologie;comprime_plaquette;1282;2350;27533;0;12;310;0;23;2027-11-10;Vente par comprimé ou plaquette — import catalogue
MED-0795;Azithromycine 500mg (ref 795);Antibiotiques;comprime_plaquette;1873;2611;31332;0;12;71;0;9;2027-04-03;Vente par comprimé ou plaquette — import catalogue
MED-0796;Amlodipine 250mg (ref 796);Antalgiques;comprime_plaquette;778;1671;13368;0;8;203;0;27;2028-11-04;Vente par comprimé ou plaquette — import catalogue
MED-0797;Tramadol 200mg (ref 797);Vitamines;comprime_plaquette;846;1556;31120;0;20;750;0;29;2029-01-19;Vente par comprimé ou plaquette — import catalogue
MED-0798;Lotion cutanée 15ml #798;Dermatologie;flacon;1121;0;0;7691;0;64;0;23;2027-07-17;Vente par flacon — import catalogue
MED-0799;Ibuprofène 200mg (ref 799);Dermatologie;comprime_plaquette;1067;1966;15728;0;8;496;0;20;2027-10-28;Vente par comprimé ou plaquette — import catalogue
MED-0800;Chloroquine 100mg (ref 800);Antihypertenseurs;comprime_plaquette;1384;2626;78780;0;30;207;0;27;2029-01-14;Vente par comprimé ou plaquette — import catalogue
MED-0801;Vitamine B 1000mg (ref 801);Antidiabétiques;comprime_plaquette;962;2096;31440;0;15;379;0;20;2028-06-19;Vente par comprimé ou plaquette — import catalogue
MED-0802;Azithromycine 875mg (ref 802);Antiseptiques;comprime_plaquette;964;1527;42522;0;30;751;0;30;2027-06-22;Vente par comprimé ou plaquette — import catalogue
MED-0803;Vitamine B 10mg (ref 803);Sirops;comprime_plaquette;268;390;9360;0;24;430;0;23;2028-05-01;Vente par comprimé ou plaquette — import catalogue
MED-0804;Chloroquine 5mg (ref 804);Gastro;comprime_plaquette;1166;2344;23440;0;10;87;0;15;2027-10-04;Vente par comprimé ou plaquette — import catalogue
MED-0805;Collyre 15ml #805;Ophtalmologie;flacon;2565;0;0;7925;0;60;0;23;2028-02-18;Vente par flacon — import catalogue
MED-0806;Céfixime 400mg (ref 806);Pédiatrie;comprime_plaquette;1831;2814;28140;0;10;748;0;23;2028-07-15;Vente par comprimé ou plaquette — import catalogue
MED-0807;Metronidazole 5mg (ref 807);Gynécologie;comprime_plaquette;1093;1996;38148;0;20;335;0;17;2027-05-15;Vente par comprimé ou plaquette — import catalogue
MED-0808;Diclofénac 500mg (ref 808);Antihistaminiques;comprime_plaquette;2159;3434;82416;0;24;355;0;20;2028-12-24;Vente par comprimé ou plaquette — import catalogue
MED-0809;Cotrimoxazole 250mg (ref 809);Cardiologie;comprime_plaquette;688;991;7928;0;8;793;0;25;2027-03-05;Vente par comprimé ou plaquette — import catalogue
MED-0810;Zinc 100mg (ref 810);Antibiotiques;comprime_plaquette;416;711;16539;0;24;477;0;11;2027-10-01;Vente par comprimé ou plaquette — import catalogue
MED-0811;Cotrimoxazole 1000mg (ref 811);Antalgiques;comprime_plaquette;1676;2435;29220;0;12;465;0;27;2028-02-20;Vente par comprimé ou plaquette — import catalogue
MED-0812;Solution buvable 60ml #812;Pédiatrie;flacon;3186;0;0;1566;0;70;0;17;2027-07-13;Vente par flacon — import catalogue
MED-0813;Vitamine C 250mg (ref 813);Antipaludéens;comprime_plaquette;1738;2348;27184;0;12;387;0;8;2027-12-18;Vente par comprimé ou plaquette — import catalogue
MED-0814;Paracétamol 400mg (ref 814);Dermatologie;comprime_plaquette;1866;2976;44640;0;15;748;0;17;2028-04-23;Vente par comprimé ou plaquette — import catalogue
MED-0815;Acide folique 50mg (ref 815);Antihypertenseurs;comprime_plaquette;626;965;19300;0;20;212;0;22;2028-04-01;Vente par comprimé ou plaquette — import catalogue
MED-0816;Fer 50mg (ref 816);Antidiabétiques;comprime_plaquette;959;1281;12810;0;10;157;0;5;2027-05-17;Vente par comprimé ou plaquette — import catalogue
MED-0817;Prednisolone 250mg (ref 817);Antiseptiques;comprime_plaquette;2185;3054;30540;0;10;159;0;7;2027-07-23;Vente par comprimé ou plaquette — import catalogue
MED-0818;Prednisolone 50mg (ref 818);Sirops;comprime_plaquette;1412;1967;59010;0;30;455;0;24;2027-09-05;Vente par comprimé ou plaquette — import catalogue
MED-0819;Solution antiseptique 200ml #819;Antiseptiques;flacon;2886;0;0;4974;0;75;0;19;2028-04-01;Vente par flacon — import catalogue
MED-0820;Fer 400mg (ref 820);Ophtalmologie;comprime_plaquette;1161;1839;18390;0;10;768;0;12;2028-07-30;Vente par comprimé ou plaquette — import catalogue
MED-0821;Artéméther 50mg (ref 821);Pédiatrie;comprime_plaquette;1377;2460;49200;0;20;601;0;20;2028-03-16;Vente par comprimé ou plaquette — import catalogue
MED-0822;Metronidazole 5mg (ref 822);Gynécologie;comprime_plaquette;1387;2928;43920;0;15;559;0;29;2027-12-16;Vente par comprimé ou plaquette — import catalogue
MED-0823;Metformine 10mg (ref 823);Antihistaminiques;comprime_plaquette;1608;2243;17186;0;8;779;0;26;2029-01-17;Vente par comprimé ou plaquette — import catalogue
MED-0824;Ibuprofène 10mg (ref 824);Cardiologie;comprime_plaquette;1345;2474;70322;0;30;31;0;20;2028-06-11;Vente par comprimé ou plaquette — import catalogue
MED-0825;Losartan 200mg (ref 825);Antibiotiques;comprime_plaquette;1706;3105;62100;0;20;321;0;14;2027-08-23;Vente par comprimé ou plaquette — import catalogue
MED-0826;Gouttes auriculaires 60ml #826;Antiseptiques;flacon;3646;0;0;6395;0;43;0;28;2028-10-02;Vente par flacon — import catalogue
MED-0827;Artéméther 250mg (ref 827);Vitamines;comprime_plaquette;1270;2038;48912;0;24;692;0;14;2028-12-03;Vente par comprimé ou plaquette — import catalogue
MED-0828;Paracétamol 875mg (ref 828);Antipaludéens;comprime_plaquette;213;437;6441;0;15;278;0;9;2028-11-24;Vente par comprimé ou plaquette — import catalogue
MED-0829;Artéméther 875mg (ref 829);Dermatologie;comprime_plaquette;523;1152;32277;0;30;625;0;28;2027-08-06;Vente par comprimé ou plaquette — import catalogue
MED-0830;Cotrimoxazole 200mg (ref 830);Antihypertenseurs;comprime_plaquette;1712;3408;40896;0;12;261;0;20;2027-09-06;Vente par comprimé ou plaquette — import catalogue
MED-0831;Losartan 250mg (ref 831);Antidiabétiques;comprime_plaquette;329;445;5340;0;12;177;0;20;2028-04-30;Vente par comprimé ou plaquette — import catalogue
MED-0832;Zinc 50mg (ref 832);Antiseptiques;comprime_plaquette;1633;2806;28060;0;10;235;0;23;2028-02-21;Vente par comprimé ou plaquette — import catalogue
MED-0833;Suspension amoxicilline 60ml #833;Antibiotiques;flacon;3430;0;0;3665;0;19;0;6;2027-08-23;Vente par flacon — import catalogue
MED-0834;Metformine 50mg (ref 834);Gastro;comprime_plaquette;790;1334;20010;0;15;565;0;12;2028-03-27;Vente par comprimé ou plaquette — import catalogue
MED-0835;Cotrimoxazole 50mg (ref 835);Ophtalmologie;comprime_plaquette;579;1175;17625;0;15;32;0;14;2028-06-06;Vente par comprimé ou plaquette — import catalogue
MED-0836;Acide folique 1000mg (ref 836);Pédiatrie;comprime_plaquette;2134;2897;55767;0;20;382;0;18;2028-11-19;Vente par comprimé ou plaquette — import catalogue
MED-0837;Prednisolone 875mg (ref 837);Gynécologie;comprime_plaquette;639;1207;14083;0;12;420;0;19;2029-01-24;Vente par comprimé ou plaquette — import catalogue
MED-0838;Albendazole 400mg (ref 838);Antihistaminiques;comprime_plaquette;1787;2852;64819;0;24;726;0;10;2028-01-19;Vente par comprimé ou plaquette — import catalogue
MED-0839;Céfixime 250mg (ref 839);Cardiologie;comprime_plaquette;93;134;2983;0;24;126;0;26;2028-06-03;Vente par comprimé ou plaquette — import catalogue
MED-0840;Sirop toux 120ml #840;Sirops;flacon;1698;0;0;7441;0;41;0;13;2027-09-18;Vente par flacon — import catalogue
